community,degree_rep,betweenness_rep,pagerank_rep
0,G_93,G_63,G_93
1,G_429,G_155,G_66
2,G_915,G_1200,G_915
3,G_1208,G_415,G_1208
4,G_18,G_436,G_18
5,G_269,G_992,G_581
6,G_309,G_1111,G_309
7,G_1037,G_1256,G_1037
8,G_1173,G_97,G_1173
9,G_1071,G_797,G_1071
10,G_232,G_685,G_232
11,G_900,G_358,G_900
12,G_735,G_768,G_735
13,G_1048,G_840,G_1048
14,G_144,G_381,G_89
15,G_1285,G_1424,G_1285
16,G_490,G_189,G_490
