node,community,cent_degree,cent_betweenness,cent_closeness,cent_pagerank
0,0,0.0127,0.0178,0.0773,0.0007
1,1,0.0107,0.0001,0.085,0.0006
10,5,0.0107,0.0023,0.0639,0.0006
100,10,0.014,0.0305,0.086,0.0007
1000,4,0.0127,0.0097,0.0523,0.0007
1001,5,0.014,0.0139,0.0703,0.0008
1002,6,0.0127,0.0018,0.0816,0.0007
1003,1,0.0113,0.0024,0.0826,0.0006
1004,1,0.01,0.0018,0.0826,0.0006
1005,1,0.0167,0.0017,0.0892,0.0008
1006,8,0.0127,0.002,0.0659,0.0007
1007,9,0.0113,0.0029,0.0393,0.0006
1008,10,0.01,0.0038,0.0871,0.0006
1009,10,0.0113,0.0889,0.0887,0.0006
101,11,0.0107,0.0011,0.0804,0.0006
1010,12,0.01,0.0015,0.0864,0.0006
1011,11,0.01,0.02,0.0856,0.0006
1012,10,0.01,0.0021,0.0862,0.0006
1013,13,0.012,0.0036,0.048,0.0007
1014,5,0.01,0.0098,0.0583,0.0006
1015,4,0.01,0.0012,0.0602,0.0006
1016,3,0.0133,0.0011,0.0899,0.0007
1017,7,0.0107,0.0016,0.0737,0.0006
1018,9,0.01,0.0006,0.0424,0.0006
1019,10,0.0113,0.0004,0.0843,0.0006
102,10,0.0107,0.0213,0.0876,0.0006
1020,6,0.0147,0.0012,0.0811,0.0008
1021,2,0.0133,0.0022,0.0864,0.0007
1022,5,0.0113,0.0026,0.064,0.0006
1023,5,0.0127,0.0019,0.0637,0.0007
1024,6,0.0127,0.0017,0.0803,0.0007
1025,2,0.0113,0.0017,0.0863,0.0006
1026,1,0.0107,0.0702,0.0935,0.0006
1027,12,0.0127,0.0011,0.0836,0.0007
1028,1,0.012,0.0012,0.0844,0.0007
1029,6,0.01,0.0007,0.0795,0.0006
103,7,0.0113,0.0005,0.0699,0.0006
1030,1,0.0113,0.0014,0.0856,0.0006
1031,1,0.0107,0.0006,0.0848,0.0006
1032,10,0.0173,0.0025,0.085,0.0009
1033,10,0.01,0.0049,0.0831,0.0006
1034,13,0.0113,0.0083,0.0503,0.0006
1035,10,0.01,0.0029,0.0796,0.0006
1036,4,0.0127,0.004,0.055,0.0007
1037,9,0.01,0.0,0.0364,0.0005
1038,12,0.0133,0.002,0.0851,0.0007
1039,1,0.012,0.0004,0.0869,0.0006
104,1,0.014,0.0027,0.0818,0.0008
1040,10,0.012,0.0112,0.0849,0.0006
1041,0,0.01,0.0288,0.0813,0.0006
1042,8,0.0113,0.0048,0.0657,0.0007
1043,0,0.01,0.0616,0.0813,0.0006
1044,7,0.016,0.0017,0.0664,0.0008
1045,8,0.0113,0.0222,0.069,0.0007
1046,12,0.012,0.0055,0.084,0.0006
1047,7,0.0127,0.0006,0.0662,0.0007
1048,13,0.0153,0.0013,0.0536,0.0008
1049,9,0.0127,0.0089,0.0502,0.0007
105,3,0.0127,0.0013,0.0902,0.0007
1050,10,0.016,0.0132,0.0849,0.0008
1051,2,0.0113,0.0003,0.0832,0.0006
1052,13,0.0133,0.0021,0.0503,0.0007
1053,5,0.014,0.0005,0.0665,0.0008
1054,4,0.0113,0.0004,0.0572,0.0006
1055,7,0.0113,0.0003,0.0703,0.0006
1056,9,0.0113,0.0148,0.0424,0.0007
1057,11,0.0113,0.0626,0.0792,0.0006
1058,7,0.0107,0.0014,0.0663,0.0006
1059,13,0.014,0.0018,0.0542,0.0007
106,12,0.0127,0.0023,0.0864,0.0007
1060,2,0.0107,0.0055,0.086,0.0006
1061,11,0.012,0.0018,0.0815,0.0007
1062,1,0.012,0.0004,0.0802,0.0007
1063,13,0.014,0.001,0.0529,0.0008
1064,11,0.012,0.0009,0.0814,0.0007
1065,10,0.0127,0.0009,0.0849,0.0007
1066,3,0.0113,0.2334,0.0971,0.0006
1067,6,0.0153,0.0018,0.0787,0.0008
1068,5,0.0127,0.0035,0.067,0.0007
1069,8,0.012,0.0048,0.0705,0.0007
107,6,0.0113,0.0006,0.0808,0.0006
1070,12,0.0113,0.0001,0.082,0.0006
1071,1,0.0127,0.001,0.089,0.0007
1072,12,0.0133,0.0163,0.0864,0.0007
1073,10,0.0127,0.0013,0.0846,0.0007
1074,0,0.01,0.0318,0.0796,0.0006
1075,6,0.012,0.0012,0.0782,0.0007
1076,12,0.0127,0.0005,0.0826,0.0007
1077,7,0.0153,0.0144,0.0747,0.0008
1078,9,0.01,0.0048,0.0442,0.0006
1079,12,0.0113,0.0009,0.083,0.0006
108,1,0.01,0.0046,0.0848,0.0006
1080,1,0.0133,0.0002,0.0866,0.0007
1081,3,0.012,0.0004,0.0918,0.0007
1082,13,0.01,0.0,0.0458,0.0006
1083,12,0.01,0.0098,0.084,0.0006
1084,11,0.0113,0.0006,0.0803,0.0006
1085,10,0.0127,0.0006,0.0833,0.0007
1086,3,0.0127,0.0007,0.0903,0.0007
1087,4,0.0113,0.0087,0.0524,0.0006
1088,9,0.0107,0.003,0.0461,0.0006
1089,1,0.0113,0.0032,0.0856,0.0007
109,10,0.01,0.132,0.0809,0.0006
1090,4,0.012,0.0055,0.0549,0.0007
1091,10,0.0127,0.0033,0.0873,0.0007
1092,8,0.0107,0.0024,0.0619,0.0006
1093,1,0.0127,0.0006,0.0873,0.0007
1094,10,0.01,0.0001,0.084,0.0006
1095,3,0.0107,0.0023,0.0907,0.0006
1096,10,0.01,0.0032,0.0862,0.0006
1097,2,0.0127,0.0012,0.0842,0.0007
1098,7,0.0127,0.003,0.0731,0.0007
1099,3,0.0107,0.0197,0.0935,0.0006
11,12,0.012,0.0004,0.0837,0.0007
110,7,0.0127,0.0006,0.0652,0.0007
1100,13,0.0107,0.001,0.0506,0.0006
1101,13,0.01,0.0,0.0458,0.0006
1102,7,0.0107,0.0801,0.0727,0.0006
1103,11,0.0107,0.0011,0.0815,0.0006
1104,1,0.0107,0.0009,0.0865,0.0006
1105,8,0.01,0.0039,0.0739,0.0006
1106,11,0.0107,0.0008,0.0815,0.0006
1107,13,0.01,0.0076,0.0569,0.0006
1108,10,0.0113,0.001,0.0842,0.0006
1109,4,0.014,0.002,0.0524,0.0007
