community,degree_rep,betweenness_rep,pagerank_rep
0,G_44,G_356,G_44
1,G_158,G_382,G_158
2,G_1107,G_785,G_1107
3,G_315,G_1054,G_315
4,G_752,G_1424,G_752
5,G_213,G_381,G_213
6,G_1022,G_840,G_1022
7,G_995,G_810,G_995
8,G_1321,G_109,G_1321
9,G_884,G_1111,G_884
10,G_165,G_1200,G_165
11,G_1261,G_703,G_1261
12,G_1173,G_1024,G_1173
