community,degree_rep,betweenness_rep,pagerank_rep
0,1178,1201,671
1,1005,1026,758
2,1353,1203,1353
3,245,1325,245
4,484,1192,484
5,977,267,977
6,407,1209,407
7,1044,1416,1186
8,694,586,694
9,1391,1310,1391
10,1032,109,1032
11,983,917,983
12,1403,205,1403
13,1290,839,1299
