node,community,cent_degree,cent_betweenness,cent_closeness,cent_pagerank
S_0,2,0.0173,0.0005,0.0271,0.0007
S_1,1,0.0173,0.0015,0.0463,0.0007
S_10,2,0.016,0.0011,0.0341,0.0007
S_100,1,0.0187,0.0002,0.0439,0.0007
S_1000,3,0.0193,0.0016,0.0437,0.0008
S_1001,4,0.016,0.0066,0.0597,0.0006
S_1002,5,0.016,0.0007,0.0467,0.0006
S_1003,4,0.0153,0.0002,0.0606,0.0006
S_1004,4,0.0187,0.0005,0.0587,0.0007
S_1005,6,0.018,0.0081,0.0642,0.0007
S_1006,3,0.0167,0.0012,0.0513,0.0007
S_1007,3,0.0147,0.0099,0.0491,0.0006
S_1008,8,0.016,0.0007,0.0417,0.0007
S_1009,7,0.014,0.0517,0.0735,0.0006
S_101,2,0.0193,0.0001,0.0251,0.0007
S_1010,4,0.0153,0.0007,0.0588,0.0006
S_1011,6,0.018,0.0015,0.06,0.0007
S_1012,12,0.0187,0.0015,0.0407,0.0008
S_1013,11,0.016,0.0151,0.067,0.0006
S_1014,12,0.016,0.0,0.0329,0.0007
S_1015,3,0.0173,0.001,0.0449,0.0007
S_1016,11,0.0153,0.0009,0.0678,0.0006
S_1017,13,0.0173,0.0012,0.0565,0.0007
S_1018,3,0.0213,0.0006,0.0449,0.0008
S_1019,7,0.0173,0.0003,0.0669,0.0007
S_102,14,0.02,0.0002,0.0467,0.0008
S_1020,11,0.018,0.0013,0.068,0.0007
S_1021,6,0.02,0.001,0.0656,0.0008
S_1022,7,0.0147,0.0354,0.0714,0.0006
S_1023,4,0.0147,0.0,0.0609,0.0006
S_1024,7,0.0167,0.0008,0.0686,0.0007
S_1025,6,0.0167,0.0002,0.0607,0.0007
S_1026,3,0.016,0.0034,0.0491,0.0006
S_1027,3,0.0207,0.0004,0.0507,0.0008
S_1028,4,0.018,0.0009,0.0598,0.0007
S_1029,11,0.018,0.0001,0.0631,0.0007
S_103,2,0.0147,0.0,0.0235,0.0006
S_1030,0,0.0187,0.0182,0.0717,0.0007
S_1031,13,0.0187,0.0006,0.0568,0.0007
S_1032,13,0.024,0.0017,0.0567,0.0009
S_1033,8,0.0153,0.002,0.0381,0.0006
S_1034,12,0.014,0.0013,0.0407,0.0006
S_1035,8,0.014,0.0,0.033,0.0006
S_1036,7,0.014,0.0035,0.0711,0.0006
S_1037,11,0.0187,0.0001,0.0643,0.0007
S_1038,4,0.016,0.0038,0.064,0.0006
S_1039,7,0.0147,0.0009,0.0679,0.0006
S_104,14,0.016,0.0003,0.0442,0.0006
S_1040,8,0.0173,0.0,0.033,0.0007
S_1041,5,0.0167,0.0002,0.0486,0.0007
S_1042,0,0.0153,0.0008,0.065,0.0006
S_1043,5,0.0173,0.0006,0.0467,0.0007
S_1044,7,0.0207,0.0009,0.0677,0.0008
S_1045,12,0.014,0.0034,0.0407,0.0006
S_1046,12,0.016,0.0006,0.0416,0.0007
S_1047,11,0.014,0.0192,0.0709,0.0006
S_1048,6,0.0167,0.0011,0.0625,0.0007
S_1049,3,0.016,0.011,0.0491,0.0006
S_105,9,0.0167,0.0038,0.045,0.0007
S_1050,8,0.0187,0.0031,0.0401,0.0008
S_1051,0,0.016,0.0002,0.0635,0.0006
S_1052,12,0.0167,0.004,0.0407,0.0007
S_1053,4,0.0147,0.0183,0.0597,0.0006
S_1054,4,0.0173,0.0015,0.0612,0.0007
S_1055,0,0.016,0.0064,0.0716,0.0006
S_1056,7,0.0193,0.0006,0.067,0.0008
S_1057,12,0.016,0.001,0.0343,0.0007
S_1058,11,0.0167,0.0005,0.0647,0.0007
S_1059,3,0.016,0.0006,0.0537,0.0006
S_106,14,0.016,0.0044,0.047,0.0006
S_1060,3,0.014,0.0013,0.0482,0.0006
S_1061,3,0.018,0.0005,0.0516,0.0007
S_1062,11,0.0153,0.0019,0.0692,0.0006
S_1063,7,0.0173,0.0004,0.0671,0.0007
S_1064,3,0.014,0.0008,0.0512,0.0006
S_1065,11,0.0207,0.0006,0.0652,0.0008
S_1066,12,0.0187,0.0013,0.0328,0.0007
S_1067,4,0.0153,0.0003,0.063,0.0006
S_1068,11,0.0193,0.0004,0.0651,0.0007
S_1069,11,0.0213,0.0007,0.0664,0.0008
S_107,1,0.0153,0.0033,0.0422,0.0006
S_1070,12,0.016,0.0012,0.0378,0.0007
S_1071,5,0.018,0.0003,0.0444,0.0007
S_1072,3,0.0207,0.0004,0.0471,0.0008
S_1073,0,0.018,0.0003,0.0664,0.0007
S_1074,13,0.0207,0.0005,0.0513,0.0008
S_1075,5,0.016,0.0009,0.0462,0.0006
S_1076,3,0.014,0.0246,0.0539,0.0006
S_1077,4,0.016,0.0033,0.0662,0.0006
S_1078,6,0.0167,0.0893,0.0646,0.0007
S_1079,4,0.0173,0.0043,0.0621,0.0007
S_108,1,0.0193,0.0002,0.0389,0.0007
S_1080,3,0.014,0.0007,0.0506,0.0006
S_1081,11,0.0193,0.0001,0.0644,0.0007
S_1082,12,0.0167,0.0,0.0314,0.0007
S_1083,6,0.0187,0.0048,0.0642,0.0007
S_1084,12,0.0167,0.0,0.0314,0.0007
S_1085,4,0.0153,0.0003,0.063,0.0006
S_1086,12,0.0193,0.0,0.0314,0.0007
