node,community,cent_degree,cent_betweenness,cent_closeness,cent_pagerank
0,0,0.016,0.0107,0.0907,0.0007
1,6,0.0167,0.0032,0.1043,0.0007
10,2,0.0153,0.0009,0.0723,0.0006
100,3,0.0193,0.0057,0.0989,0.0007
1000,4,0.0213,0.0008,0.0607,0.0008
1001,5,0.0167,0.0032,0.0801,0.0007
1002,0,0.0187,0.0009,0.0972,0.0007
1003,6,0.016,0.003,0.0996,0.0006
1004,6,0.0147,0.0009,0.0997,0.0006
1005,7,0.02,0.0005,0.1054,0.0007
1006,8,0.0167,0.014,0.0775,0.0007
1007,9,0.0173,0.0018,0.0497,0.0007
1008,10,0.0147,0.0089,0.1048,0.0006
1009,3,0.0167,0.0238,0.1032,0.0007
101,11,0.0147,0.0011,0.0945,0.0006
1010,12,0.014,0.0012,0.0996,0.0006
1011,11,0.014,0.0157,0.1009,0.0006
1012,3,0.014,0.0012,0.1005,0.0006
1013,13,0.02,0.0184,0.0589,0.0008
1014,2,0.014,0.0042,0.0679,0.0006
1015,8,0.014,0.0025,0.0714,0.0006
1016,7,0.018,0.0012,0.1098,0.0007
1017,5,0.0207,0.0208,0.0905,0.0008
1018,9,0.014,0.0035,0.0547,0.0006
1019,10,0.0173,0.0031,0.1045,0.0007
102,3,0.0147,0.0043,0.1021,0.0006
1020,0,0.0173,0.0008,0.0969,0.0007
1021,10,0.016,0.001,0.1007,0.0006
1022,2,0.0167,0.0012,0.0723,0.0007
1023,2,0.016,0.0005,0.0719,0.0006
1024,0,0.018,0.0009,0.0951,0.0007
1025,10,0.018,0.0024,0.1009,0.0007
1026,7,0.014,0.0653,0.1146,0.0006
1027,12,0.0207,0.0016,0.0972,0.0008
1028,6,0.0187,0.0009,0.1012,0.0007
1029,0,0.014,0.0002,0.0935,0.0006
103,5,0.0153,0.0038,0.0851,0.0006
1030,6,0.0187,0.0021,0.1009,0.0007
1031,7,0.0173,0.0014,0.1035,0.0007
1032,3,0.0187,0.0004,0.1001,0.0007
1033,3,0.014,0.0001,0.096,0.0006
1034,13,0.018,0.0021,0.059,0.0007
1035,3,0.014,0.0474,0.0989,0.0006
1036,4,0.0187,0.0011,0.0655,0.0007
1037,9,0.014,0.0,0.0453,0.0005
1038,10,0.0173,0.001,0.0994,0.0007
1039,7,0.02,0.0032,0.1094,0.0007
104,6,0.0173,0.0008,0.0968,0.0007
1040,3,0.0193,0.0058,0.0997,0.0007
1041,0,0.014,0.0241,0.0946,0.0006
1042,8,0.014,0.0008,0.077,0.0006
1043,0,0.014,0.0264,0.094,0.0006
1044,5,0.0193,0.0003,0.0773,0.0007
1045,8,0.0147,0.0031,0.0797,0.0006
1046,12,0.014,0.0004,0.0948,0.0006
1047,5,0.022,0.0008,0.0774,0.0008
