community,degree_rep,betweenness_rep,pagerank_rep
0,G_735,G_768,G_735
1,G_66,G_488,G_66
2,G_144,G_83,G_89
3,G_490,G_381,G_490
4,G_915,G_1200,G_915
5,G_1048,G_1064,G_1048
6,G_269,G_992,G_581
7,G_1285,G_1424,G_1285
8,G_309,G_840,G_309
9,G_1208,G_415,G_1208
10,G_18,G_436,G_18
11,G_1071,G_797,G_1071
12,G_429,G_155,G_429
13,G_232,G_1111,G_232
14,G_1037,G_358,G_1037
