community,degree_rep,betweenness_rep,pagerank_rep
0,G_44,G_356,G_44
1,G_1100,G_1256,G_759
2,G_1107,G_785,G_1107
3,G_315,G_1054,G_315
4,G_752,G_1424,G_752
5,G_1261,G_573,G_995
6,G_213,G_382,G_213
7,G_1321,G_109,G_1321
8,G_1437,G_703,G_891
9,G_1022,G_1111,G_1022
10,G_165,G_1200,G_165
