community,degree_rep,betweenness_rep,pagerank_rep
0,G_471,G_488,G_66
1,G_158,G_382,G_158
2,G_672,G_1200,G_672
3,G_1321,G_573,G_1321
4,G_1229,G_415,G_1229
5,G_995,G_703,G_995
6,G_1022,G_840,G_1022
7,G_1100,G_1256,G_243
8,G_1107,G_1024,G_1107
9,G_752,G_1126,G_752
10,G_44,G_356,G_44
11,G_1437,G_1111,G_884
12,G_213,G_381,G_213
13,G_165,G_340,G_165
